,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1-Apr-15 to 7-Nov-23,,,,,,,,
Date,Particulars,,,,Vch Type,Vch No.,Debit,Credit
12-Aug-21,By,Home Cash Paid,,,Payment,303,,100.00
13-Aug-21,By,Home Cash Paid,,,Payment,307,,100.00
13-Aug-21,By,Party With Friends,,,Payment,308,,250.00
14-Aug-21,To,DBS Bank,,,Receipt,167,5000.00,
14-Aug-21,By,Tour Traveling Expenses,,,Payment,312,,1340.00
14-Aug-21,By,Misc. Expenses,,,Payment,313,,110.00
14-Aug-21,By,Mandal Date CA Group 15,,,Payment,314,,2000.00
15-Aug-21,By,Holiday Expenses,,,Payment,316,,350.00
17-Aug-21,By,Cloths,,,Payment,321,,1000.00
17-Aug-21,By,Divyam Cloths,,,Payment,322,,250.00
18-Aug-21,To,Cash Reserve II,,,Receipt,172,2000.00,
18-Aug-21,By,Party With Friends,,,Payment,326,,290.00
18-Aug-21,By,Home Medicines,,,Payment,327,,300.00
18-Aug-21,By,Home Medicines,,,Payment,328,,300.00
18-Aug-21,By,(as per details),,,Payment,329,,370.00
,,Hair Cut,,,,,120.00 Dr,
,,Hair Cut,,,,,250.00 Dr,
18-Aug-21,By,Home Medicines,,,Payment,330,,220.00
21-Aug-21,To,Rameshmama,,,Receipt,174,1100.00,
22-Aug-21,By,(as per details),,,Payment,337,,80.00
,,Home Perquisites,,,,,50.00 Dr,
,,Home Perquisites,,,,,30.00 Dr,
22-Aug-21,By,(as per details),,,Payment,338,,80.00
,,Guest Expense,,,,,30.00 Dr,
,,Guest Expense,,,,,50.00 Dr,
22-Aug-21,By,Four Wheel Exp.,,,Payment,339,,500.00
22-Aug-21,By,(as per details),,,Payment,340,,1400.00
,,Festival Exp.,,,,,500.00 Dr,
,,Festival Exp.,,,,,500.00 Dr,
,,Festival Exp.,,,,,200.00 Dr,
,,Festival Exp.,,,,,200.00 Dr,
23-Aug-21,To,Nitesh Italiya,,,Receipt,178,500.00,
23-Aug-21,By,Food,,,Payment,346,,20.00
24-Aug-21,To,Cash Reserve II,,,Receipt,180,500.00,
24-Aug-21,By,Home Cash Paid,,,Payment,347,,1000.00
25-Aug-21,By,Home Perquisites,,,Payment,350,,200.00
25-Aug-21,By,Petrol Expenses,,,Payment,351,,100.00
25-Aug-21,By,Food,,,Payment,352,,60.00
27-Aug-21,To,Work,,,Receipt,183,10000.00,
28-Aug-21,By,Petrol Expenses,,,Payment,358,,200.00
02-Sep-21,To,Bhavesh Sabhadiya,,,Receipt,191,1000.00,
03-Sep-21,By,Tour Traveling Expenses,,,Payment,365,,4800.00
03-Sep-21,By,(as per details),,,Payment,366,,1050.00
,,Tour Traveling Expenses,,,,,500.00 Dr,
,,Tour Traveling Expenses,,,,,350.00 Dr,
,,Tour Traveling Expenses,,,,,200.00 Dr,
04-Sep-21,To,Chanchad,,,Receipt,196,15000.00,
04-Sep-21,By,(as per details),,,Payment,369,,15000.00
,,Home Rent,,,,,10000.00 Dr,
,,Home Cash Paid,,,,,5000.00 Dr,
05-Sep-21,By,Home Cash Paid,,,Payment,371,,500.00
06-Sep-21,By,Home Cash Paid,,,Payment,373,,700.00
08-Sep-21,By,Home Cash Paid,,,Payment,375,,500.00
08-Sep-21,By,Home Cash Paid,,,Payment,376,,1000.00
10-Sep-21,To,(as per details),,,Receipt,199,2000.00,
,,RAJANIKANT LAVJIBHAI THUMMAR,,,,,,1000.00 Cr
,,CHANDRESH LAVAJIBHAI THUMMAR,,,,,,1000.00 Cr
10-Sep-21,To,Hiteshbhai Rameshbhai Panseriya,,,Receipt,200,1000.00,
10-Sep-21,By,Mandal Bhavna Park 10,,,Payment,381,,1000.00
12-Sep-21,By,Home Cash Paid,,,Payment,382,,750.00
12-Sep-21,By,Divyam Toys,,,Payment,383,,450.00
13-Sep-21,By,Home Cash Paid,,,Payment,386,,1000.00
13-Sep-21,By,(as per details),,,Payment,387,,1400.00
,,Sister,,,,,1200.00 Dr,
,,Sister,,,,,200.00 Dr,
13-Sep-21,By,Hard Disk Cover,,,Payment,388,,100.00
13-Sep-21,By,Food,,,Payment,389,,50.00
14-Sep-21,By,Food,,,Payment,391,,50.00
14-Sep-21,By,Party With Friends,,,Payment,392,,30.00
15-Sep-21,By,Food,,,Payment,395,,40.00
15-Sep-21,By,Ankit Sorathiya,,,Payment,396,,390.00
17-Sep-21,By,Party With Friends,,,Payment,403,,500.00
19-Sep-21,To,Rahil,,,Receipt,209,5500.00,
20-Sep-21,By,(as per details),,,Payment,405,,3200.00
,,Home Cash Paid,,,,,700.00 Dr,
,,Home Cash Paid,,,,,2500.00 Dr,
22-Sep-21,By,Computer Parts,,,Payment,411,,120.00
24-Sep-21,By,Food,,,Payment,414,,170.00
24-Sep-21,By,(as per details),,,Payment,415,,170.00
,,Misc. Expenses,,,,,70.00 Dr,
,,Misc. Expenses,,,,,100.00 Dr,
24-Sep-21,By,Nikhil Sabhadiya,,,Payment,416,,3000.00
25-Sep-21,To,Misc.Income,,,Receipt,214,2000.00,
26-Sep-21,By,Home Perquisites,,,Payment,418,,190.00
28-Sep-21,By,Home Cash Paid,,,Payment,420,,500.00
29-Sep-21,By,Food,,,Payment,422,,50.00
29-Sep-21,By,Food,,,Payment,423,,50.00
01-Oct-21,By,Home Cash Paid,,,Payment,430,,1000.00
01-Oct-21,To,Nitesh Italiya,,,Receipt,221,2000.00,
01-Oct-21,By,Bike Service,,,Payment,431,,140.00
02-Oct-21,To,Nikhil Sabhadiya,,,Receipt,222,1000.00,
02-Oct-21,To,Work,,,Receipt,223,7500.00,
02-Oct-21,By,Home Cash Paid,,,Payment,434,,2500.00
02-Oct-21,By,Food,,,Payment,435,,60.00
03-Oct-21,To,Rahil,,,Receipt,224,17500.00,
03-Oct-21,By,Divyam Cloths,,,Payment,437,,2330.00
05-Oct-21,By,Ankit Sorathiya,,,Payment,441,,6000.00
05-Oct-21,By,Cash Reserve I,,,Payment,443,,15000.00
05-Oct-21,By,Home Cash Paid,,,Payment,444,,500.00
05-Oct-21,By,Nitesh Italiya,,,Payment,445,,2000.00
06-Oct-21,By,Home Perquisites,,,Payment,446,,100.00
07-Oct-21,To,Shree Hanuman Tex,,,Receipt,229,3000.00,
11-Oct-21,By,Hiteshbhai Rameshbhai Panseriya,,,Payment,450,,1000.00
13-Oct-21,By,Home Cash Paid,,,Payment,452,,500.00
13-Oct-21,By,Home Cash Paid,,,Payment,453,,500.00
13-Oct-21,By,Home Cash Paid,,,Payment,454,,2500.00
13-Oct-21,By,Home Cash Paid,,,Payment,455,,3000.00
13-Oct-21,To,Cash Reserve I,,,Receipt,232,7000.00,
13-Oct-21,To,Rameshmama,,,Receipt,233,555.00,
14-Oct-21,By,Petrol Expenses,,,Payment,457,,200.00
15-Oct-21,By,Donation,,,Payment,458,,1100.00
17-Oct-21,By,Hair Cut,,,Payment,459,,230.00
17-Oct-21,To,Piyush Vaghasiya,,,Receipt,237,599.00,
19-Oct-21,By,Misc. Expenses,,,Payment,463,,609.00
19-Oct-21,By,Home Perquisites,,,Payment,464,,200.00
19-Oct-21,By,Food,,,Payment,465,,140.00
20-Oct-21,To,Hiteshbhai Panseriya (Loan),,,Receipt,239,100000.00,
21-Oct-21,By,IDBI Bank,,,Contra,4,,99000.00
21-Oct-21,By,Party With Friends,,,Payment,472,,150.00
21-Oct-21,By,Donation,,,Payment,473,,30.00
23-Oct-21,To,Consultancy,,,Receipt,242,1000.00,
23-Oct-21,By,Divyam Toys,,,Payment,477,,525.00
23-Oct-21,By,Food,,,Payment,478,,100.00
23-Oct-21,To,Bhavesh Sabhadiya,,,Receipt,243,2000.00,
23-Oct-21,By,Gift Exp.,,,Payment,479,,210.00
24-Oct-21,To,Bhavesh Sabhadiya,,,Receipt,244,14000.00,
24-Oct-21,By,Holiday Expenses,,,Payment,482,,390.00
25-Oct-21,To,Movie,,,Receipt,248,500.00,
25-Oct-21,By,Home Perquisites,,,Payment,483,,500.00
25-Oct-21,By,Home Perquisites,,,Payment,484,,650.00
25-Oct-21,By,Party With Friends,,,Payment,485,,500.00
25-Oct-21,By,Party With Friends,,,Payment,486,,150.00
25-Oct-21,By,Home Perquisites,,,Payment,487,,150.00
26-Oct-21,By,Home Cash Paid,,,Payment,489,,500.00
26-Oct-21,By,Divyam Cloths,,,Payment,490,,200.00
26-Oct-21,By,Misc. Expenses,,,Payment,491,,8.00
27-Oct-21,By,Party With Friends,,,Payment,495,,180.00
27-Oct-21,To,Rahil,,,Receipt,254,2000.00,
27-Oct-21,By,Misc. Expenses,,,Payment,496,,270.00
28-Oct-21,By,Home Perquisites,,,Payment,497,,3402.00
28-Oct-21,By,Boot Polish,,,Payment,498,,40.00
28-Oct-21,By,Food,,,Payment,499,,50.00
29-Oct-21,By,Cash Reserve I,,,Payment,501,,3500.00
30-Oct-21,By,Cloths,,,Payment,504,,50.00
30-Oct-21,By,Food,,,Payment,505,,30.00
30-Oct-21,By,Party With Friends,,,Payment,506,,200.00
30-Oct-21,By,Home Cash Paid,,,Payment,507,,2300.00
30-Oct-21,By,Home Cash Paid,,,Payment,508,,1130.00
30-Oct-21,To,Asish Kathiriya,,,Receipt,260,1000.00,
31-Oct-21,By,Party With Friends,,,Payment,513,,130.00
31-Oct-21,By,Bike Service,,,Payment,514,,50.00
01-Nov-21,To,G S Enterprise (Ghanshyambhai),,,Receipt,261,2700.00,
01-Nov-21,By,Gift Exp.,,,Payment,515,,210.00
02-Nov-21,To,(as per details),,,Receipt,262,3000.00,
,,Sagar Nanubhai Kathiriya,,,,,,1000.00 Cr
,,Nitinbhai Nanubhai Kathiriya,,,,,,1000.00 Cr
,,Sharadkumar Nanubhai Kathiriya,,,,,,1000.00 Cr
02-Nov-21,By,Food,,,Payment,516,,110.00
02-Nov-21,By,Guest Expense,,,Payment,517,,230.00
03-Nov-21,To,(as per details),,,Receipt,263,2000.00,
,,Arvindbhai Bholabhai Rokad,,,,,,1000.00 Cr
,,Kanchanben Arvindbhai Rokad,,,,,,1000.00 Cr
03-Nov-21,By,Home Medicines,,,Payment,518,,155.00
03-Nov-21,By,Bike Service,,,Payment,519,,370.00
04-Nov-21,By,Party With Friends,,,Payment,521,,1600.00
04-Nov-21,By,Gift Exp.,,,Payment,522,,5000.00
04-Nov-21,By,Gift Exp.,,,Payment,523,,410.00
05-Nov-21,By,Home Cash Paid,,,Payment,524,,2000.00
10-Nov-21,By,Holiday Expenses,,,Payment,529,,640.00
11-Nov-21,By,Food,,,Payment,530,,100.00
12-Nov-21,By,Food,,,Payment,533,,100.00
13-Nov-21,By,Party With Friends,,,Payment,534,,180.00
14-Nov-21,To,Cash Reserve I,,,Receipt,270,2000.00,
14-Nov-21,By,Cash Reserve II,,,Payment,535,,1200.00
15-Nov-21,By,Holiday Expenses,,,Payment,536,,200.00
16-Nov-21,By,Party With Friends,,,Payment,540,,220.00
18-Nov-21,By,Food,,,Payment,543,,50.00
19-Nov-21,By,Party With Friends,,,Payment,545,,220.00
19-Nov-21,By,Food,,,Payment,546,,100.00
20-Nov-21,By,Food,,,Payment,547,,30.00
22-Nov-21,By,Home Cash Paid,,,Payment,551,,200.00
24-Nov-21,By,Food,,,Payment,554,,100.00
25-Nov-21,By,Home Cash Paid,,,Payment,558,,500.00
27-Nov-21,By,Home Cash Paid,,,Payment,560,,200.00
27-Nov-21,By,Food,,,Payment,561,,100.00
29-Nov-21,By,Home Cash Paid,,,Payment,567,,200.00
30-Nov-21,By,Home Perquisites,,,Payment,570,,600.00
30-Nov-21,By,Home Perquisites,,,Payment,571,,180.00
01-Dec-21,To,Consultancy,,,Receipt,281,1000.00,
02-Dec-21,By,Misc. Expenses,,,Payment,572,,153.00
02-Dec-21,To,Cash Reserve II,,,Receipt,282,1200.00,
02-Dec-21,By,Food,,,Payment,573,,379.00
04-Dec-21,To,Party With Friends,,,Receipt,284,650.00,
06-Dec-21,To,"Tea, Coffe & Cold Drinks Exp",,,Receipt,285,700.00,
07-Dec-21,By,Home Cash Paid,,,Payment,581,,300.00
11-Dec-21,By,Party With Friends,,,Payment,590,,200.00
11-Dec-21,To,Piyush Vaghasiya,,,Receipt,286,719.00,
11-Dec-21,By,Food,,,Payment,591,,70.00
12-Dec-21,By,Home Cash Paid,,,Payment,593,,100.00
12-Dec-21,By,Home Cash Paid,,,Payment,594,,1830.00
12-Dec-21,By,Food,,,Payment,595,,70.00
12-Dec-21,By,Party With Friends,,,Payment,596,,300.00
13-Dec-21,To,DBS Bank,,,Receipt,287,4000.00,
13-Dec-21,By,Mandal Date CA Group 15,,,Payment,598,,2000.00
14-Dec-21,By,Home Medicines,,,Payment,599,,520.00
17-Dec-21,To,Nikhil Sabhadiya,,,Receipt,291,9000.00,
18-Dec-21,By,Divyam School Exp.,,,Payment,606,,2100.00
18-Dec-21,By,Cash Reserve I,,,Payment,607,,2000.00
19-Dec-21,By,Home Medicines,,,Payment,609,,300.00
20-Dec-21,By,Home Medicines,,,Payment,611,,300.00
22-Dec-21,By,Home Perquisites,,,Payment,614,,200.00
23-Dec-21,To,IDBI Bank,,,Contra,5,25000.00,
23-Dec-21,To,DBS Bank,,,Contra,6,10000.00,
23-Dec-21,To,DBS Bank,,,Contra,7,10000.00,
23-Dec-21,To,DBS Bank,,,Contra,8,5000.00,
23-Dec-21,By,Shaileshbhai Paladiya,,,Payment,616,,50000.00
23-Dec-21,By,Food,,,Payment,617,,140.00
23-Dec-21,By,Food,,,Payment,618,,40.00
24-Dec-21,By,Divyam School Exp.,,,Payment,619,,200.00
24-Dec-21,By,Party With Friends,,,Payment,620,,60.00
25-Dec-21,By,Home Cash Paid,,,Payment,621,,500.00
25-Dec-21,By,Gift Exp.,,,Payment,622,,200.00
25-Dec-21,By,Food,,,Payment,623,,50.00
27-Dec-21,By,Medical Expenses,,,Payment,625,,250.00
27-Dec-21,By,Gift Exp.,,,Payment,626,,500.00
29-Dec-21,To,ESSENTIAL CHEMISTRY,,,Receipt,298,1500.00,
29-Dec-21,To,Mansukhbhai Marakana,,,Receipt,299,3000.00,
29-Dec-21,To,Misc.Income,,,Receipt,300,650.00,
30-Dec-21,By,Home Cash Paid,,,Payment,631,,100.00
30-Dec-21,By,Food,,,Payment,632,,70.00
31-Dec-21,By,Party With Friends,,,Payment,633,,150.00
31-Dec-21,By,Home Cash Paid,,,Payment,634,,500.00
01-Jan-22,By,Bhavesh Sabhadiya,,,Payment,635,,500.00
01-Jan-22,By,Consultancy Exp.,,,Payment,636,,110.00
02-Jan-22,By,Gift Exp.,,,Payment,637,,200.00
02-Jan-22,By,Home Cash Paid,,,Payment,638,,3000.00
03-Jan-22,To,(as per details),,,Receipt,312,400.00,
,,Manishaben Alpeshbhai Tarapara,,,,,,200.00 Cr
,,Manishaben Rameshbhai Moradiya,,,,,,200.00 Cr
04-Jan-22,By,Home Cash Paid,,,Payment,640,,100.00
04-Jan-22,By,Gift Exp.,,,Payment,641,,200.00
04-Jan-22,By,Home Medicines,,,Payment,642,,140.00
04-Jan-22,By,Gift Exp.,,,Payment,643,,100.00
05-Jan-22,By,Home Medicines,,,Payment,646,,300.00
05-Jan-22,To,Somabhai Ramsubhai Bariya,,,Receipt,325,1000.00,
05-Jan-22,By,Food,,,Payment,647,,30.00
05-Jan-22,By,Hair Cut,,,Payment,648,,160.00
05-Jan-22,By,Misc. Expenses,,,Payment,649,,20.00
06-Jan-22,To,DBS Bank,,,Receipt,331,10000.00,
07-Jan-22,By,Home Cash Paid,,,Payment,652,,3000.00
07-Jan-22,By,Food,,,Payment,653,,50.00
08-Jan-22,To,Sharmilaben Prakashbhai Shiyani,,,Receipt,335,1500.00,
08-Jan-22,To,Consultancy,,,Receipt,336,300.00,
09-Jan-22,By,Cash Reserve I,,,Payment,656,,2000.00
10-Jan-22,By,Home Cash Paid,,,Payment,660,,500.00
12-Jan-22,To,Shaileshbhai Hansrajbhai Bhuva,,,Receipt,339,1000.00,
12-Jan-22,By,Mandal Date CA Group 15,,,Payment,661,,2000.00
12-Jan-22,By,Boot Polish,,,Payment,663,,40.00
13-Jan-22,By,Medical Expenses,,,Payment,664,,180.00
14-Jan-22,By,(as per details),,,Payment,665,,370.00
,,Guest Expense,,,,,250.00 Dr,
,,Guest Expense,,,,,120.00 Dr,
16-Jan-22,By,Food,,,Payment,668,,100.00
17-Jan-22,To,Badashah Enterprise,,,Receipt,351,1500.00,
17-Jan-22,By,Books,,,Payment,669,,1235.00
17-Jan-22,By,Home Cash Paid,,,Payment,670,,500.00
18-Jan-22,To,(as per details),,,Receipt,352,5000.00,
,,Shree Hanuman Tex,,,,,,3000.00 Cr
,,Shree Hanuman Tex,,,,,,2000.00 Cr
18-Jan-22,To,Axay Mathurbhai Sorathiya,,,Receipt,353,1000.00,
18-Jan-22,By,Party With Friends,,,Payment,671,,200.00
19-Jan-22,By,Home Perquisites,,,Payment,673,,80.00
19-Jan-22,By,Food,,,Payment,674,,100.00
20-Jan-22,To,Rohitbhai Premjibhai Rathod,,,Receipt,357,1000.00,
20-Jan-22,To,Sanjay Govindbhai Sakhiya,,,Receipt,358,2500.00,
20-Jan-22,To,Ripan Babubhai Movaliya,,,Receipt,359,1000.00,
20-Jan-22,To,(as per details),,,Receipt,360,2000.00,
,,Alpesh Bavchandbhai Vaghasiya,,,,,,1000.00 Cr
,,Bipinbhai Dheerubhai Hapani,,,,,,1000.00 Cr
20-Jan-22,By,Food,,,Payment,679,,50.00
20-Jan-22,By,Party With Friends,,,Payment,680,,100.00
20-Jan-22,By,Home Cash Paid,,,Payment,681,,500.00
24-Jan-22,By,Home Cash Paid,,,Payment,683,,2500.00
24-Jan-22,To,Rajesh Jamanbhai Hirpara,,,Receipt,374,800.00,
24-Jan-22,By,Home Perquisites,,,Payment,684,,200.00
27-Jan-22,By,Home Medicines,,,Payment,690,,77.00
27-Jan-22,By,Holiday Expenses,,,Payment,691,,100.00
28-Jan-22,To,G S Enterprise (Ghanshyambhai),,,Receipt,382,4400.00,
28-Jan-22,To,(as per details),,,Receipt,383,3200.00,
,,Piyush Parsotambhai Vaghasiya,,,,,,1200.00 Cr
,,Ravi Parshotambhai Vaghasiya,,,,,,1000.00 Cr
,,Ankit Parshotambhai Vaghasiya,,,,,,1000.00 Cr
28-Jan-22,By,Food,,,Payment,692,,270.00
28-Jan-22,By,Petrol Expenses,,,Payment,694,,100.00
29-Jan-22,By,Guest Expense,,,Payment,695,,120.00
29-Jan-22,By,Consultancy Exp.,,,Payment,696,,10000.00
30-Jan-22,By,Home Cash Paid,,,Payment,697,,500.00
30-Jan-22,By,Party With Friends,,,Payment,698,,150.00
31-Jan-22,By,Petrol Expenses,,,Payment,700,,100.00
31-Jan-22,By,Petrol Expenses,,,Payment,701,,100.00
31-Jan-22,To,Consultancy,,,Receipt,388,150.00,
31-Jan-22,To,Rajesh Sureshbhai Zanzrukiya,,,Receipt,389,1000.00,
31-Jan-22,By,Misc. Expenses,,,Payment,702,,1328.00
31-Jan-22,By,Boot Polish,,,Payment,703,,30.00
31-Jan-22,By,Home Perquisites,,,Payment,704,,60.00
01-Feb-22,By,Home Perquisites,,,Payment,705,,1800.00
01-Feb-22,To,(as per details),,,Receipt,391,1800.00,
,,Vijay Parshotambhai Korat,,,,,,900.00 Cr
,,Vaishaliben Harshadbhai Pitroda,,,,,,900.00 Cr
02-Feb-22,By,Food,,,Payment,709,,40.00
03-Feb-22,By,Merriage Chandlo Shrimant,,,Payment,710,,200.00
04-Feb-22,By,Merriage Chandlo Shrimant,,,Payment,711,,200.00
04-Feb-22,By,Misc. Expenses,,,Payment,712,,100.00
05-Feb-22,By,Tour Traveling Expenses,,,Payment,713,,600.00
05-Feb-22,By,Home Cash Paid,,,Payment,714,,500.00
05-Feb-22,To,DBS Bank,,,Contra,9,5000.00,
05-Feb-22,By,Pritesh Kathiriya,,,Payment,717,,8000.00
06-Feb-22,By,Party With Friends,,,Payment,718,,100.00
08-Feb-22,By,Food,,,Payment,721,,150.00
09-Feb-22,By,Home Cash Paid,,,Payment,722,,1000.00
10-Feb-22,By,Merriage Chandlo Shrimant,,,Payment,723,,200.00
10-Feb-22,By,Bike Service,,,Payment,724,,100.00
11-Feb-22,By,Food,,,Payment,725,,20.00
11-Feb-22,By,Tour Traveling Expenses,,,Payment,726,,710.00
12-Feb-22,To,ESSENTIAL CHEMISTRY,,,Receipt,400,1500.00,
12-Feb-22,By,Holiday Expenses,,,Payment,727,,1000.00
12-Feb-22,By,Cash Reserve I,,,Payment,728,,5000.00
14-Feb-22,By,Food,,,Payment,729,,30.00
14-Feb-22,By,Food,,,Payment,730,,320.00
15-Feb-22,By,Home Medicines,,,Payment,731,,580.00
15-Feb-22,To,Nitesh Italiya,,,Receipt,401,4000.00,
15-Feb-22,By,Holiday Expenses,,,Payment,733,,230.00
16-Feb-22,By,Party With Friends,,,Payment,734,,70.00
17-Feb-22,By,Food,,,Payment,735,,40.00
19-Feb-22,By,Food,,,Payment,737,,100.00
20-Feb-22,By,Bike Service,,,Payment,739,,300.00
21-Feb-22,By,Food,,,Payment,741,,40.00
21-Feb-22,By,Misc. Expenses,,,Payment,742,,210.00
21-Feb-22,By,Party With Friends,,,Payment,743,,140.00
23-Feb-22,By,Party With Friends,,,Payment,744,,50.00
23-Feb-22,By,Home Perquisites,,,Payment,745,,150.00
23-Feb-22,By,Food,,,Payment,746,,60.00
23-Feb-22,By,Party With Friends,,,Payment,747,,140.00
24-Feb-22,By,Home Perquisites,,,Payment,748,,120.00
24-Feb-22,To,Ankit Sorathiya,,,Receipt,411,27000.00,
25-Feb-22,To,DBS Bank,,,Contra,10,20000.00,
25-Feb-22,To,DBS Bank,,,Contra,11,20000.00,
25-Feb-22,To,DBS Bank,,,Contra,12,10000.00,
25-Feb-22,To,IDBI Bank,,,Contra,13,20000.00,
25-Feb-22,To,IDBI Bank,,,Contra,14,20000.00,
25-Feb-22,By,Ankit Sorathiya,,,Payment,751,,2000.00
25-Feb-22,To,Mahesana,,,Contra,15,15000.00,
25-Feb-22,To,Mahesana,,,Contra,16,15000.00,
25-Feb-22,To,Mahesana,,,Contra,17,15000.00,
25-Feb-22,To,Mahesana,,,Contra,18,5000.00,
25-Feb-22,By,Bhavesh Sabhadiya (Loan)-1,,,Payment,752,,192500.00
25-Feb-22,By,Food,,,Payment,753,,70.00
25-Feb-22,By,Home Perquisites,,,Payment,754,,40.00
25-Feb-22,By,Home Perquisites,,,Payment,755,,40.00
25-Feb-22,By,Misc. Expenses,,,Payment,756,,130.00
26-Feb-22,To,DBS Bank,,,Contra,19,10000.00,
26-Feb-22,To,IDBI Bank,,,Contra,20,20000.00,
26-Feb-22,To,IDBI Bank,,,Contra,21,20000.00,
26-Feb-22,By,Nitesh Italiya,,,Payment,757,,25000.00
28-Feb-22,By,Food,,,Payment,762,,90.00
01-Mar-22,By,Home Perquisites,,,Payment,766,,90.00
01-Mar-22,By,Divyam Toys,,,Payment,767,,50.00
01-Mar-22,By,Food,,,Payment,768,,60.00
03-Mar-22,By,Food,,,Payment,772,,50.00
03-Mar-22,By,Party With Friends,,,Payment,773,,158.00
05-Mar-22,To,(as per details),,,Receipt,416,1438.00,
,,Piyush Vaghasiya,,,,,,719.00 Cr
,,Piyush Vaghasiya,,,,,,719.00 Cr
05-Mar-22,By,Home Perquisites,,,Payment,780,,100.00
06-Mar-22,By,Home Cash Paid,,,Payment,781,,1800.00
06-Mar-22,By,Home Perquisites,,,Payment,782,,120.00
06-Mar-22,By,Misc. Expenses,,,Payment,783,,120.00
07-Mar-22,By,Home Perquisites,,,Payment,785,,150.00
10-Mar-22,By,Home Perquisites,,,Payment,793,,200.00
10-Mar-22,By,Home Perquisites,,,Payment,794,,200.00
11-Mar-22,To,DBS Bank,,,Contra,22,20000.00,
11-Mar-22,By,Thummar,,,Payment,795,,14000.00
11-Mar-22,By,Mandal Date CA Group 15,,,Payment,796,,2000.00
11-Mar-22,By,Party With Friends,,,Payment,797,,100.00
12-Mar-22,To,Party With Friends,,,Receipt,424,130.00,
12-Mar-22,By,Books,,,Payment,801,,520.00
12-Mar-22,By,Party With Friends,,,Payment,802,,80.00
12-Mar-22,By,Food,,,Payment,803,,50.00
12-Mar-22,By,Home Perquisites,,,Payment,804,,150.00
12-Mar-22,By,Home Perquisites,,,Payment,805,,90.00
12-Mar-22,By,Books,,,Payment,806,,40.00
13-Mar-22,By,Misc. Expenses,,,Payment,807,,180.00
14-Mar-22,By,Mobile Repairing,,,Payment,809,,1100.00
14-Mar-22,By,(as per details),,,Payment,810,,100.00
,,Divyam School Exp.,,,,,50.00 Dr,
,,Divyam School Exp.,,,,,50.00 Dr,
15-Mar-22,By,Home Cash Paid,,,Payment,811,,100.00
16-Mar-22,By,Home Cash Paid,,,Payment,812,,1200.00
16-Mar-22,By,Home Cash Paid,,,Payment,815,,500.00
17-Mar-22,To,DBS Bank,,,Contra,23,10000.00,
17-Mar-22,By,Home Cash Paid,,,Payment,818,,3500.00
17-Mar-22,By,Home Perquisites,,,Payment,819,,50.00
17-Mar-22,By,Tour Traveling Expenses,,,Payment,820,,1000.00
17-Mar-22,By,Party With Friends,,,Payment,821,,55.00
17-Mar-22,By,Misc. Expenses,,,Payment,822,,64.00
20-Mar-22,By,Dipali React Native,,,Payment,824,,980.00
20-Mar-22,By,Party With Friends,,,Payment,825,,450.00
20-Mar-22,By,Tour Traveling Expenses,,,Payment,826,,731.00
21-Mar-22,By,Home Perquisites,,,Payment,829,,140.00
22-Mar-22,By,Mobile Acceseris,,,Payment,830,,200.00
22-Mar-22,By,Food,,,Payment,831,,40.00
22-Mar-22,To,Shree Hanuman Tex,,,Receipt,433,10000.00,
22-Mar-22,To,Chetan Gandubhai Vaghasiya,,,Receipt,435,2000.00,
22-Mar-22,To,Pritesh Kathiriya,,,Receipt,436,1500.00,
23-Mar-22,By,Home Cash Paid,,,Payment,832,,100.00
23-Mar-22,By,Food,,,Payment,833,,30.00
23-Mar-22,By,Home Cash Paid,,,Payment,835,,1100.00
23-Mar-22,By,Home Cash Paid,,,Payment,836,,40.00
24-Mar-22,By,Home Medicines,,,Payment,837,,1120.00
24-Mar-22,By,Food,,,Payment,838,,50.00
24-Mar-22,By,Cash Reserve I,,,Journal,210,,8000.00
25-Mar-22,By,Food,,,Payment,839,,20.00
26-Mar-22,By,Misc. Expenses,,,Payment,841,,10.00
27-Mar-22,By,Misc. Expenses,,,Payment,843,,240.00
28-Mar-22,By,Food,,,Payment,845,,80.00
29-Mar-22,By,Home Cash Paid,,,Payment,847,,1000.00
30-Mar-22,By,Home Cash Paid,,,Payment,853,,2000.00
01-Apr-22,By,Home Cash Paid,,,Payment,1,,1000.00
03-Apr-22,By,My Medicine,,,Payment,5,,230.00
03-Apr-22,By,Party With Friends,,,Payment,6,,120.00
04-Apr-22,By,Holiday Expenses,,,Payment,7,,400.00
04-Apr-22,By,Food,,,Payment,8,,100.00
05-Apr-22,To,Bharat Bank,,,Contra,1,2000.00,
05-Apr-22,To,Bharat Bank,,,Contra,2,18000.00,
05-Apr-22,By,Home Cash Paid,,,Payment,10,,500.00
05-Apr-22,By,Food,,,Payment,11,,50.00
08-Apr-22,By,Home Cash Paid,,,Payment,14,,1000.00
09-Apr-22,By,Party With Friends,,,Payment,15,,75.00
11-Apr-22,By,Kanani Mandal,,,Payment,19,,4000.00
11-Apr-22,By,Mandal Date CA Group 15,,,Payment,20,,2000.00
12-Apr-22,To,Shree Hanuman Tex,,,Receipt,9,13000.00,
12-Apr-22,By,Food,,,Payment,22,,85.00
13-Apr-22,By,Divyam School Exp.,,,Payment,24,,4200.00
13-Apr-22,By,Home Perquisites,,,Payment,25,,270.00
13-Apr-22,By,Donation,,,Payment,26,,100.00
